term,mean_tfidf_a,mean_tfidf_b,difference_a_minus_b
self,0.0009232946450639042,0.0004889915260752262,0.000434303118988678
rest,0.003355351544741242,0.0029217511887671744,0.00043360035597406763
intramedullary,0.000941990386185187,0.0005112974328001282,0.0004306929533850588
free,0.001526450561157132,0.001105660614123326,0.00042078994703380595
compartment,0.0013365267909170612,0.0009164554860701754,0.00042007130484688585
inhibitors,0.0013357727087316789,0.0009172001676650848,0.00041857254106659407
inguinal,0.002066231457113656,0.0016481511538161404,0.0004180803032975155
viral,0.0036027566562030437,0.0031868561212696493,0.0004159005349333943
antiepileptic,0.0022917865103800708,0.0018811843700296928,0.00041060214035037795
well,0.0064079111891278675,0.006003542819103254,0.0004043683700246138
contents,0.001165737514869641,0.0007673202195352334,0.00039841729533440773
pelvic,0.0022917865103800708,0.0018977972653034221,0.0003939892450766486
persists,0.001781703652160358,0.0013916472875966607,0.0003900563645636973
microtome,0.0012892496186323204,0.0009086719703039951,0.00038057764832832527
reserved,0.002263139542117789,0.0018870020507970764,0.00037613749132071254
subsequent,0.004661831918752223,0.004288170166415722,0.00037366175233650035
choice,0.009478611834896945,0.009113317538849716,0.0003652942960472288
leukocytes,0.0014616823065646163,0.0011045330194565548,0.00035714928710806147
remove,0.0013494877452402585,0.0009924412936157439,0.00035704645162451466
alzheimer,0.0011177474030906497,0.0007659421594643941,0.00035180524362625563
92,0.0013318124111147867,0.0009817843067772948,0.00035002810433749183
presented,0.006449636665500953,0.006100188677998442,0.00034944798750251044
hbsag,0.0011530862653697032,0.000804658603377084,0.00034842766199261925
implies,0.0011530862653697032,0.000804658603377084,0.00034842766199261925
virus,0.0011530862653697032,0.000804658603377084,0.00034842766199261925
ecg,0.0015475659866227489,0.001201564343398282,0.0003460016432244668
fall,0.0013129821288693896,0.0009706415889485861,0.0003423405399208035
considered,0.006349300898560366,0.006009343712022184,0.0003399571865381826
triple,0.0008502893127485994,0.0005112974328001282,0.00033899187994847126
cytology,0.0014315667923538347,0.0010960528669789944,0.0003355139253748403
unstable,0.0013566194246443868,0.0010225948656002563,0.00033402455904413047
sporadic,0.0012531757094221567,0.0009212081016940558,0.0003319676077281009
reason,0.0011177474030906497,0.0007930450710597834,0.0003247023320308663
erythematosus,0.0015490295350575143,0.00122740698462807,0.00032162255042944435
botulinum,0.0013577061035743997,0.0010405444969395225,0.00031716160663487715
toxin,0.0013577061035743997,0.0010405444969395225,0.00031716160663487715
miscarriage,0.0013820903945427128,0.0010651088689952334,0.0003169815255474795
magna,0.0016272947165944882,0.0013169494203807577,0.0003103452962137305
myopia,0.0016272947165944882,0.0013169494203807577,0.0003103452962137305
reasonable,0.000953121649044823,0.0006440901376647787,0.0003090315113800443
counteract,0.0015475659866227489,0.0012559557658328752,0.00029161022078987367
specified,0.0010956046185705136,0.000804658603377084,0.0002909460151934297
pulse,0.003404718717750968,0.003115626961873688,0.00028909175587728004
von,0.0012531757094221567,0.000967592147319655,0.00028558356210250165
deposits,0.00088416934089178,0.0006015770225559667,0.00028259231833581335
allows,0.00473937689135677,0.00445776906676157,0.00028160782459519997
complex,0.0015807934230369818,0.0013012989698253916,0.00027949445321159014
acute,0.012339740008137,0.012061401034270527,0.0002783389738664731
important,0.0038442845856796848,0.0035669978688046815,0.0002772867168750032
crohn,0.0011926294748962503,0.0009168807981300867,0.00027574867676616365
ulcerative,0.0011926294748962503,0.0009168807981300867,0.00027574867676616365
eeg,0.004393989003580279,0.0041213322601609936,0.0002726567434192858
years,0.0022902099504530544,0.0020185696178151163,0.0002716403326379381
fat,0.0013357727087316789,0.0010675225930046205,0.0002682501157270584
gaze,0.001165737514869641,0.0009031406713431693,0.0002625968435264718
vertical,0.001165737514869641,0.0009031406713431693,0.0002625968435264718
salbutamol,0.0015475659866227489,0.0012893249254213714,0.0002582410612013775
markers,0.0007935476085336766,0.0005370576464510358,0.0002564899620826408
half,0.0013129821288693896,0.0010612901729673456,0.000251691955902044
indication,0.0012892496186323204,0.001042127949228498,0.0002471216694038224
pre,0.0011530862653697032,0.0009086719703039951,0.00024441429506570807
pancreas,0.0012531757094221567,0.0010089361529755205,0.0002442395564466362
polycystic,0.0012531757094221567,0.0010089361529755205,0.0002442395564466362
25,0.00324913095009688,0.0030058253517074827,0.00024330559838939714
ups,0.0012876954088597641,0.0010536706118147111,0.000234024797045053
leads,0.002101658147599806,0.0018681642129692228,0.00023349393463058298
cold,0.0013820903945427128,0.0011506593374950263,0.0002314310570476865
200,0.0014644087768915172,0.001237684938161743,0.0002267238387297743
pancreatitis,0.0014644087768915172,0.001237684938161743,0.0002267238387297743
wet,0.0013854053790836383,0.0011592617711205268,0.00022614360796311154
progress,0.0008253830729826649,0.0006015770225559667,0.0002238060504266982
lambda,0.0008075370553306361,0.0005852168785556493,0.00022232017677498682
nephrotic,0.0008075370553306361,0.0005852168785556493,0.00022232017677498682
abortion,0.000982966263677673,0.0007619716695003108,0.00022099459417736222
agent,0.0012668649767862469,0.0010470622930856563,0.00021980268370059056
burns,0.0011354241324391893,0.0009164554860701754,0.00021896864636901392
relieve,0.0011354241324391893,0.0009164554860701754,0.00021896864636901392
viability,0.0011354241324391893,0.0009164554860701754,0.00021896864636901392
c5,0.0009496362327348584,0.0007320466104429096,0.00021758962229194879
stain,0.0011926294748962503,0.0009817843067772948,0.00021084516811895548
maintain,0.00331188029724878,0.003103857685159793,0.00020802261208898712
confirm,0.005708897166675075,0.005507398891217858,0.00020149827545721654
adh,0.0030607926004239897,0.0028624844122229127,0.00019830818820107702
excretion,0.0011887784746146414,0.000993903974844064,0.0001948744997705774
blot,0.0006557038098901404,0.00046590114382871387,0.00018980266606142654
western,0.0006557038098901404,0.00046590114382871387,0.00018980266606142654
dog,0.0012262776930087587,0.0010366540617653857,0.00018962363124337299
accompanied,0.0031721703638647927,0.002988212488117066,0.00018395787574772672
view,0.0008745374121713334,0.0006907593600774875,0.00018377805209384595
cutaneous,0.0013128271549002668,0.0011303519267395533,0.0001824752281607135
loculated,0.0011631655723440004,0.0009817843067772948,0.00018138126556670555
antidepressant,0.0011615227681681093,0.0009804795093616473,0.00018104325880646203
determination,0.0022899977545714437,0.002113569146007981,0.00017642860856346282
subtype,0.00123533219375102,0.0010612901729673456,0.00017404202078367438
stressful,0.0010956046185705136,0.000925177686283273,0.00017042693228724068
cause,0.010565331598244885,0.010396994318998442,0.00016833727924644298
serious,0.0008253830729826649,0.0006584747101903789,0.00016690836279228602
lymphocytes,0.0029810076169285724,0.002815497272811523,0.00016551034411704931
t4,0.0018996641476077914,0.001735602807215031,0.00016406134039276027
immunocompromised,0.0032537941808114903,0.00309413954205819,0.0001596546387533002
10,0.0027182572218329877,0.0025596749697028437,0.00015858225213014401
endophthalmitis,0.0008136473582972441,0.0006584747101903789,0.00015517264810686524
intraocular,0.0008136473582972441,0.0006584747101903789,0.00015517264810686524
cd4,0.0012668649767862469,0.0011139082247517808,0.00015295675203446605
igg,0.002687743820685132,0.0025372825905566163,0.0001504612301285158
morbidity,0.000982966263677673,0.0008339925021561913,0.00014897376152148178
thrombocytopenic,0.0025757995513685933,0.002431281241698534,0.0001445183096700593
trichrome,0.0020114570294053427,0.00186837843528013,0.0001430785941252126
basement,0.0017276702355990912,0.0015860901421195668,0.00014158009347952434
androgens,0.000953121649044823,0.000812253620681343,0.00014086802836348002
some,0.0038908206960314175,0.0037527463451343746,0.00013807435089704294
certain,0.0014270974896999863,0.0012893249254213714,0.00013777256427861492
interest,0.0009066248908716142,0.0007690137761884467,0.00013761111468316752
agonists,0.0013357727087316789,0.0012004060293360496,0.0001353666793956292
glp,0.0013357727087316789,0.0012004060293360496,0.0001353666793956292
metformin,0.0013357727087316789,0.0012004060293360496,0.0001353666793956292
pioglitazone,0.0013357727087316789,0.0012004060293360496,0.0001353666793956292
refers,0.0009512471487733216,0.0008166398018141043,0.00013460734695921724
retention,0.0013357727087316789,0.001201564343398282,0.0001342083653333968
identify,0.0011153662112013095,0.0009824301335779576,0.00013293607762335192
breakfast,0.00105711511162035,0.000925177686283273,0.00013193742533707713
gastaut,0.00105711511162035,0.000925177686283273,0.00013193742533707713
juvenile,0.00105711511162035,0.000925177686283273,0.00013193742533707713
lennox,0.00105711511162035,0.000925177686283273,0.00013193742533707713
violent,0.00105711511162035,0.000925177686283273,0.00013193742533707713
orbital,0.003505434136000329,0.003374873938461972,0.00013056019753835725
carpal,0.0007071517720601987,0.0005792467491552762,0.00012790502290492252
tunnel,0.0007071517720601987,0.0005792467491552762,0.00012790502290492252
vibratory,0.0007071517720601987,0.0005792467491552762,0.00012790502290492252
advise,0.0006991559431218331,0.0005750701523525265,0.0001240857907693066
heterozygosis,0.0006991559431218331,0.0005750701523525265,0.0001240857907693066
thrombophilia,0.0006991559431218331,0.0005750701523525265,0.0001240857907693066
dementia,0.0010956046185705136,0.0009795425950996253,0.00011606202347088832
prosthesis,0.0010956046185705136,0.0009795425950996253,0.00011606202347088832
secondary,0.003551446925182996,0.0034362872528314456,0.0001151596723515504
controls,0.0008017617764059315,0.0006907593600774875,0.00011100241632844407
below,0.0017879005126706128,0.001679529086473543,0.00010837142619706972
normally,0.001170883140656137,0.0010651088689952334,0.00010577427166090373
future,0.0008745374121713334,0.0007690137761884467,0.00010552363598288674
lymphocytic,0.0020732413767618027,0.0019706544735016104,0.00010258690326019233
sinus,0.0012054933376326677,0.001104715006097826,0.00010077833153484162
compensatory,0.0016055572588205933,0.00150490508194605,0.00010065217687454334
ama,0.001304243900418874,0.0012043251973878895,9.991870303098461e-05
als,0.0020639666359685027,0.001964860267155915,9.910636881258752e-05
emg,0.0020639666359685027,0.001964860267155915,9.910636881258752e-05
reading,0.0006991559431218331,0.0006015770225559667,9.757892056586645e-05
phenotype,0.0010826125358768916,0.0009853272367508052,9.728529912608644e-05
conservative,0.002083209991151217,0.0019862303904671155,9.69796006841015e-05
topical,0.0011354241324391893,0.0010470622930856563,8.836183935353298e-05
absent,0.0006617897045780282,0.0005792467491552762,8.254295542275199e-05
encephalitis,0.001170883140656137,0.0010896312234205242,8.125191723561283e-05
glycorrhachia,0.001170883140656137,0.0010896312234205242,8.125191723561283e-05
pleocytosis,0.001170883140656137,0.0010896312234205242,8.125191723561283e-05
occurs,0.0042588467312266055,0.004178822617415244,8.00241138113611e-05
mucus,0.0013318124111147867,0.0012527087476548345,7.91036634599522e-05
polyangiitis,0.0013318124111147867,0.0012527087476548345,7.91036634599522e-05
unusual,0.0010613112133918332,0.000982791232089626,7.851998130220723e-05
fine,0.0009512471487733216,0.0008732565976310258,7.799055114229576e-05
needle,0.0009512471487733216,0.0008732565976310258,7.799055114229576e-05
superficial,0.0009937101236201116,0.0009168807981300867,7.682932549002495e-05
hypogammaglobulinemia,0.0006617897045780282,0.0005852168785556493,7.657282602237887e-05
shows,0.0028847510059277683,0.002812977047651006,7.177395827676243e-05
pulmonary,0.00818611091777012,0.008120333652572398,6.577726519772266e-05
myoclonus,0.00105711511162035,0.0009924412936157439,6.467381800460623e-05
admissions,0.0006617897045780282,0.0005975423099566317,6.424739462139646e-05
aldrich,0.0006617897045780282,0.0005975423099566317,6.424739462139646e-05
eczema,0.0006617897045780282,0.0005975423099566317,6.424739462139646e-05
hyper,0.0006617897045780282,0.0005975423099566317,6.424739462139646e-05
immunodeficiencies,0.0006617897045780282,0.0005975423099566317,6.424739462139646e-05
wiskott,0.0006617897045780282,0.0005975423099566317,6.424739462139646e-05
aspiration,0.0008253830729826649,0.0007673202195352334,5.806285344743154e-05
consciousness,0.0008253830729826649,0.0007673202195352334,5.806285344743154e-05
hypovolemia,0.0008253830729826649,0.0007673202195352334,5.806285344743154e-05
intubation,0.0008253830729826649,0.0007673202195352334,5.806285344743154e-05
parenchyma,0.0008253830729826649,0.0007673202195352334,5.806285344743154e-05
consider,0.0034676181318887833,0.003414283606246853,5.333452564193052e-05
thromboembolism,0.0006265363715531589,0.0005750701523525265,5.1466219200632375e-05
might,0.0011615227681681093,0.001113940491288475,4.7582276879634244e-05
plasma,0.0018528790373283388,0.001810096739910922,4.2782297417416756e-05
entire,0.0006991559431218331,0.0006584747101903789,4.0681232931454275e-05
ankylosis,0.0006611175959815318,0.0006206716778065076,4.044591817502425e-05
ethmoidal,0.0006611175959815318,0.0006206716778065076,4.044591817502425e-05
naso,0.0006611175959815318,0.0006206716778065076,4.044591817502425e-05
arises,0.0008075370553306361,0.0007673202195352334,4.021683579540276e-05
advanced,0.0010330379118251155,0.0009964238289857518,3.661408283936376e-05
etiology,0.0016369819492594172,0.0016020918088400346,3.4890140419382596e-05
milk,0.000982966263677673,0.0009494094746434767,3.3556789034196394e-05
mortality,0.000982966263677673,0.0009494094746434767,3.3556789034196394e-05
veterinarian,0.000982966263677673,0.0009494094746434767,3.3556789034196394e-05
fixation,0.0005435219222298999,0.0005112974328001282,3.2224489429771744e-05
pseudarthrosis,0.0005435219222298999,0.0005112974328001282,3.2224489429771744e-05
suppuration,0.0005435219222298999,0.0005112974328001282,3.2224489429771744e-05
reiter,0.0033726879138390948,0.0033417246742553424,3.0963239583752314e-05
tissues,0.0010870438444597998,0.0010567845730039905,3.0259271455809365e-05
corticosteroids,0.0026961666119560143,0.0026684906694435244,2.7675942512489938e-05
tanner,0.0005165189559125578,0.0004889915260752262,2.752742983733159e-05
section,0.0018367117411897424,0.0018173439406079903,1.9367800581752102e-05
ability,0.0011615227681681093,0.0011426204187364446,1.8902349431664705e-05
defect,0.001960191739983659,0.0019418903496038703,1.830139037978869e-05
ig,0.0008075370553306361,0.0007930450710597834,1.4491984270852696e-05
glucose,0.0032208131705185007,0.0032080611039894133,1.275206652908735e-05
acuity,0.0006491852249507834,0.0006440901376647787,5.0950872860046955e-06
clinoid,0.0006491852249507834,0.0006440901376647787,5.0950872860046955e-06
processes,0.0006491852249507834,0.0006440901376647787,5.0950872860046955e-06
murmur,0.00483823998396147,0.004834855579048607,3.3844049128631606e-06
carriers,0.0011530862653697032,0.001150140304705053,2.945960664650117e-06
surface,0.003691232750446799,0.0036909107198044642,3.220306423346725e-07
jugular,0.0025839510913202033,0.0025924673119477873,-8.51622062758399e-06
diuretic,0.0011887784746146414,0.001201564343398282,-1.2785868783640698e-05
extrasystoles,0.0011887784746146414,0.001201564343398282,-1.2785868783640698e-05
qt,0.0011887784746146414,0.001201564343398282,-1.2785868783640698e-05
endoscopic,0.0009937101236201116,0.0010089361529755205,-1.5226029355408857e-05
irregular,0.0017981126990889201,0.0018181588835026437,-2.0046184413723567e-05
optic,0.002057403167317424,0.002082873970526325,-2.547080320890096e-05
annular,0.0011022652795984046,0.0011303519267395533,-2.8086647141148694e-05
desquamation,0.0011022652795984046,0.0011303519267395533,-2.8086647141148694e-05
edematous,0.0011022652795984046,0.0011303519267395533,-2.8086647141148694e-05
pruritic,0.0011022652795984046,0.0011303519267395533,-2.8086647141148694e-05
staphylococcal,0.0011022652795984046,0.0011303519267395533,-2.8086647141148694e-05
toxicoderma,0.0011022652795984046,0.0011303519267395533,-2.8086647141148694e-05
urticaria,0.0011022652795984046,0.0011303519267395533,-2.8086647141148694e-05
cava,0.0006265363715531589,0.0006549465508893192,-2.841017933616027e-05
filter,0.0006265363715531589,0.0006549465508893192,-2.841017933616027e-05
sodium,0.0006265363715531589,0.0006549465508893192,-2.841017933616027e-05
vena,0.0006265363715531589,0.0006549465508893192,-2.841017933616027e-05
chromosome,0.0006617897045780282,0.0006907593600774875,-2.896965549945929e-05
focus,0.00105711511162035,0.0010896312234205242,-3.2516111800174165e-05
provided,0.000622309716567914,0.0006549465508893192,-3.263683432140521e-05
routinely,0.0006557038098901404,0.0006907593600774875,-3.505555018734705e-05
33,0.0008885864534301585,0.0009241454568901366,-3.5559003459978184e-05
absolute,0.0008885864534301585,0.0009241454568901366,-3.5559003459978184e-05
calculate,0.0008885864534301585,0.0009241454568901366,-3.5559003459978184e-05
long,0.0025234675997291536,0.0025594271347462944,-3.595953501714074e-05
goiter,0.0011151908498623817,0.0011544551090754054,-3.926425921302367e-05
graves,0.0011151908498623817,0.0011544551090754054,-3.926425921302367e-05
subacute,0.0011151908498623817,0.0011544551090754054,-3.926425921302367e-05
thyroiditis,0.0011151908498623817,0.0011544551090754054,-3.926425921302367e-05
tsh,0.0011151908498623817,0.0011544551090754054,-3.926425921302367e-05
adenoma,0.0022894552694216214,0.0023295500167898483,-4.0094747368226834e-05
consumption,0.0011631655723440004,0.0012043251973878895,-4.115962504388907e-05
esophagitis,0.0030797375166061406,0.003121752237571418,-4.2014720965277436e-05
kawasaki,0.002012957498906988,0.0020577090991607348,-4.475160025374687e-05
tongue,0.002012957498906988,0.0020577090991607348,-4.475160025374687e-05
secretions,0.000982966263677673,0.0010288545495803674,-4.588828590269432e-05
osmolarity,0.0010202642001413298,0.0010675225930046205,-4.725839286329062e-05
liver,0.0011530862653697032,0.0012043251973878895,-5.123893201818626e-05
weight,0.007094448354852996,0.007146011900914795,-5.1563546061799206e-05
pancytopenia,0.00048036814980771046,0.0005370576464510358,-5.668949664332533e-05
pernicious,0.00048036814980771046,0.0005370576464510358,-5.668949664332533e-05
polychromatophilia,0.00048036814980771046,0.0005370576464510358,-5.668949664332533e-05
thrombocytopenia,0.004421778404815512,0.0044844740168977016,-6.269561208218939e-05
iga,0.0015563889181171475,0.0016265578734142784,-7.01689552971309e-05
contribute,0.0017395054279574277,0.0018113959500563142,-7.18905220988865e-05
abdomen,0.0005439742519752617,0.0006165734395265618,-7.259918755130003e-05
burning,0.0007071517720601987,0.0007798073528317941,-7.265558077159545e-05
generalized,0.00105711511162035,0.0011303519267395533,-7.323681511920322e-05
infectious,0.004085402587256882,0.004159817214830354,-7.441462757347157e-05
degenerative,0.0014313628111637035,0.001505940972672481,-7.457816150877755e-05
pseudoarthrosis,0.0005435219222298999,0.0006206716778065076,-7.714975557660767e-05
floor,0.0013222351919630637,0.0014019245058140718,-7.968931385100809e-05
stimulating,0.0011151908498623817,0.0012004060293360496,-8.521517947366795e-05
affects,0.001165737514869641,0.0012604977822222173,-9.476026735257622e-05
weeks,0.0029816710101223886,0.003077002289391535,-9.533127926914658e-05
cultures,0.0005435219222298999,0.0006440901376647787,-0.0001005682154348788
spherocytosis,0.0009607362996154209,0.0010741152929020716,-0.00011337899328665065
where,0.0018445209909491614,0.001959654814991473,-0.00011513382404231172
genital,0.000982966263677673,0.0011139082247517808,-0.00013094196107410775
back,0.001570282539977689,0.0017038011492872135,-0.0001335186093095245
arthroplasty,0.0009066248908716142,0.001042127949228498,-0.0001355030583568838
sediment,0.0017326062553612675,0.0018694722059443309,-0.00013686595058306334
attitude,0.001276780327983542,0.0014138712637120528,-0.00013709093572851082
diabetes,0.004254664456664102,0.00439195563057894,-0.00013729117391483771
achieved,0.0010202642001413298,0.0011606776927681436,-0.00014041349262681373
include,0.000622309716567914,0.0007659421594643941,-0.0001436324428964801
cortisol,0.0010879485039505235,0.0012331468790531235,-0.00014519837510260005
benefit,0.002318004969970221,0.0024665245999180314,-0.00014851962994781023
degree,0.001641860687653711,0.0018019187967330311,-0.00016005810907932004
cannot,0.00048036814980771046,0.0006440901376647787,-0.00016372198785706825
mucosa,0.0020114570294053427,0.0021773439272836275,-0.00016588689787828481
opioids,0.0008745374121713334,0.001042127949228498,-0.0001675905370571646
intracranial,0.0013365267909170612,0.00150490508194605,-0.00016837829102898873
arthritis,0.0044064767108793704,0.004574870994279106,-0.00016839428339973563
changes,0.005425240092433252,0.005597100533374319,-0.00017186044094106775
medium,0.0006611175959815318,0.0008339925021561913,-0.00017287490617465945
spironolactone,0.0022302090888576586,0.002403128686796564,-0.00017291959793890553
neoplasm,0.0008017617764059315,0.0009756456439831756,-0.0001738838675772441
lysis,0.00048036814980771046,0.0006549465508893192,-0.00017457840108160873
promotes,0.00048036814980771046,0.0006549465508893192,-0.00017457840108160873
definitive,0.001976799580796653,0.0021580037637498597,-0.00018120418295320675
30,0.002787719964523167,0.0029721708121700865,-0.0001844508476469193
45,0.0023252242314783173,0.0025121568781130868,-0.0001869326466347695
debridement,0.0013341513838299388,0.0015338922984003847,-0.00019974091457044597
symptom,0.0011151908498623817,0.0013169494203807577,-0.00020175857051837605
administration,0.0027575635424875265,0.0029661561892249354,-0.00020859264673740892
disease,0.01564567648738975,0.01586893917096253,-0.0002232626835727801
appears,0.0012334945542376065,0.0014599697730132831,-0.00022647521877567668
iii,0.0020722523908251167,0.0023013186749900527,-0.00022906628416493593
hcg,0.0031070183833462267,0.0033408226536398465,-0.00023380427029361973
now,0.0010202642001413298,0.0012559557658328752,-0.00023569156569154537
finding,0.0046230845455081625,0.0048596882238489915,-0.00023660367834082898
located,0.0013222351919630637,0.0015624218551631105,-0.00024018666320004683
maxilla,0.0006611175959815318,0.0009031406713431693,-0.00024202307536163746
palpebral,0.0006611175959815318,0.0009031406713431693,-0.00024202307536163746
rim,0.0006611175959815318,0.0009031406713431693,-0.00024202307536163746
inferior,0.0011846561376818742,0.0014334577746809856,-0.00024880163699911133
event,0.0006491852249507834,0.0009021201947490414,-0.000252934969798258
administering,0.0006991559431218331,0.000954161470740971,-0.0002550055276191378
glomerulonephritis,0.0013318124111147867,0.00158957811958359,-0.00025776570846880323
ventilation,0.0020535512534982678,0.0023119563060495455,-0.00025840505255127775
transient,0.0006617897045780282,0.0009241454568901366,-0.0002623557523121085
nervosa,0.0018465892901278083,0.002109693195847133,-0.0002631039057193246
autologous,0.000953121649044823,0.001217681860635352,-0.000264560211590529
reduce,0.0008745374121713334,0.0011426204187364446,-0.0002680830065651112
viii,0.0006991559431218331,0.000967592147319655,-0.0002684362041978219
avoid,0.0005435219222298999,0.000812253620681343,-0.0002687316984514431
60,0.0010076520313080449,0.0012793535638766342,-0.00027170153256858933
mediated,0.0013128271549002668,0.0015869513176458069,-0.0002741241627455401
differentiate,0.0015754951982511834,0.0018518833543431988,-0.0002763881560920154
instead,0.0007419128276659885,0.001022590254015294,-0.00028067742634930537
episode,0.0006991559431218331,0.0009804795093616473,-0.00028132356623981414
sometimes,0.0020946021441673257,0.0023804172218005377,-0.00028581507763321195
strongly,0.0008136473582972441,0.0011045330194565548,-0.00029088566115931073
evaluation,0.001276780327983542,0.001570688380269595,-0.00029390805228605315
anticoagulation,0.0006265363715531589,0.0009241454568901366,-0.0002976090853369777
release,0.00048036814980771046,0.0007798073528317941,-0.0002994392030240837
ptosis,0.0006611175959815318,0.0009662172458525385,-0.0003050996498710067
hemodynamic,0.002613111482810241,0.0029334374554140044,-0.00032032597260376336
cord,0.0014143035441203974,0.0017377402474658286,-0.00032343670334543124
established,0.0005435219222298999,0.0008732565976310258,-0.0003297346754011259
idiopathic,0.0025757995513685933,0.0029083188654727764,-0.00033251931410418307
gain,0.0013357727087316789,0.0016716415544085637,-0.0003358688456768849
elderly,0.0019645431001064197,0.002303382077930529,-0.00033883897782410917
partial,0.0027115002988935977,0.0030531740807377304,-0.00034167378184413264
lifting,0.0006922096379039615,0.0010352953209489151,-0.00034308568304495363
electrolyte,0.0006491852249507834,0.0009924412936157439,-0.00034325606866496044
extent,0.0018371615475896094,0.0021829888337135937,-0.00034582728612398425
temporal,0.003231760664416876,0.00357896296013101,-0.0003472022957141342
frequency,0.0015450897373443257,0.0018987454591794474,-0.00035365572183512165
afferent,0.0015870952170673532,0.0019418903496038703,-0.0003547951325365171
slower,0.0006922096379039615,0.0010675225930046205,-0.000375312955100659
malar,0.0013222351919630637,0.0017002531623955472,-0.0003780179704324835
rate,0.002914194795719854,0.0032932904550312574,-0.0003790956593114035
required,0.0006265363715531589,0.0010133109245219756,-0.00038677455296881667
closely,0.0005165189559125578,0.0009086719703039951,-0.0003921530143914374
repeat,0.002162542411905399,0.0025559238993833697,-0.0003933814874779707
ideal,0.0013820903945427128,0.0017798047947693422,-0.00039771440022662937
hypoventilation,0.0008253830729826649,0.0012236403271597817,-0.0003982572541771168
medial,0.0012054933376326677,0.0016058503423576236,-0.00040035700472495594
fails,0.0006617897045780282,0.0010651088689952334,-0.0004033191644172052
space,0.002138292548373137,0.002548686447457154,-0.0004103938990840171
reported,0.0006922096379039615,0.0011045330194565548,-0.00041232338155259337
independence,0.0011177474030906497,0.0015318843189287882,-0.00041413691583813846
antibiotherapy,0.0016305657666896998,0.0020451897312005127,-0.00041462396451081283
thoracic,0.0025067137508039917,0.0029281864417716385,-0.0004214726909676468
ml,0.003570947813245424,0.003993403410198965,-0.0004224555969535408
cerebrospinal,0.001170883140656137,0.0015950431585064363,-0.0004241600178502992
neurogenic,0.0020153040626160897,0.002449919405442313,-0.0004346153428262233
toxicity,0.0015475659866227489,0.0019848825872314877,-0.00043731660060873884
bacteria,0.002249104189658565,0.002687708298395232,-0.00043860410873666723
abdominal,0.001670431302750393,0.002109072759980221,-0.00043864145722982825
periocular,0.000622309716567914,0.0010650209710615797,-0.00044271125449366576
rhinorrhea,0.000622309716567914,0.0010650209710615797,-0.00044271125449366576
jaundice,0.0017903236537108649,0.0022349326951954162,-0.00044460904148455136
autonomic,0.000622309716567914,0.0010675225930046205,-0.00044521287643670647
border,0.0013417992121859078,0.0017903259048591765,-0.00044852669267326866
interventricular,0.0013417992121859078,0.0017903259048591765,-0.00044852669267326866
septum,0.0013417992121859078,0.0017903259048591765,-0.00044852669267326866
sparing,0.0011887784746146414,0.0016383662412694745,-0.00044958776665483314
heterozygous,0.0006991559431218331,0.001150140304705053,-0.00045098436158321994
leiden,0.0006991559431218331,0.001150140304705053,-0.00045098436158321994
puerperium,0.0006991559431218331,0.001150140304705053,-0.00045098436158321994
er,0.0013820903945427128,0.0018344003353301696,-0.00045230994078745675
detect,0.0009066248908716142,0.001360891745675869,-0.0004542668548042549
carrier,0.0011530862653697032,0.001609317206754168,-0.0004562309413844647
mammography,0.0005165189559125578,0.0009779830521504523,-0.0004614640962378946
association,0.0010011057939566536,0.0014639765963651102,-0.0004628708024084565
pathogens,0.0017903236537108649,0.0022552528550347072,-0.00046492920132384236
osteomyelitis,0.0005435219222298999,0.0010225948656002563,-0.0004790729433703564
system,0.0023812007652977253,0.0028629426743077826,-0.00048174190901005727
molecular,0.0008502893127485994,0.0013324769052836642,-0.00048218759253506477
resolve,0.0009066248908716142,0.0013916472875966607,-0.00048502239672504647
these,0.009790464300837213,0.010277141397740204,-0.00048667709690299044
cell,0.0044423913557133906,0.004930228726156504,-0.00048783737044311333
nitrites,0.0014616823065646163,0.001956977344114382,-0.0004952950375497656
salivary,0.0005439742519752617,0.0010405444969395225,-0.0004965702449642608
issue,0.0005435219222298999,0.0010405444969395225,-0.0004970225747096226
stable,0.0012530727431063178,0.0017507305530254113,-0.0004976578099190935
chains,0.002422611165991908,0.002926084392778247,-0.0005034732267863388
stenosis,0.0020153040626160897,0.002518985846455251,-0.0005036817838391613
gestational,0.001603523552811863,0.0021073412236294223,-0.0005038176708175592
palpable,0.002066231457113656,0.0025701208801343534,-0.0005038894230206975
certainty,0.0006557038098901404,0.0011606776927681436,-0.0005049738828780032
heparin,0.0006265363715531589,0.0011316292060486507,-0.0005050928344954918
directly,0.0006557038098901404,0.0011635951002211807,-0.0005078912903310402
indications,0.0006265363715531589,0.0011426204187364446,-0.0005160840471832857
moderate,0.002805403152694721,0.0033252577900760583,-0.0005198546373813371
per,0.000622309716567914,0.0011426204187364446,-0.0005203107021685306
older,0.0020743190148472634,0.002597793936553371,-0.0005234749217061076
reconstruction,0.0005435219222298999,0.0010675225930046205,-0.0005240006707747205
presence,0.012652002394890968,0.013177608743386936,-0.0005256063484959678
hemophilia,0.002375428987959491,0.0029027764419589652,-0.0005273474539994744
complications,0.005752556698646892,0.006280602783322833,-0.0005280460846759415
endocrine,0.0009512471487733216,0.0014793408568695818,-0.0005280937080962602
cesarean,0.0012892496186323204,0.0018173439406079903,-0.0005280943219756699
