case_file,corpus_side,entity,mention_count,snomed_concept,depth,mapping_status,context_sentence
case_042.txt,A,tests,1,272393004,6,mapped,"However, both array and NGS are usually reserved for patients with non-obvious clinical pictures, intellectual disability, or suspicion of a genetic syndrome that requires these specific tests (for example, an array to diagnose a 22q11 deletion syndrome or an NGS panel to diagnose a Noonan syndrome)."
case_042.txt,B,karyotype analysis,5,,,unmapped,"In this case, a 15-year-old female presenting with delayed menarche and short stature, the primary diagnostic approach should be a karyotype analysis (Option 4)."
case_042.txt,B,patient's,4,,,unmapped,"This is due to the patient's presentation of growth and developmental anomalies, which are strong indicators of chromosomal abnormalities."
case_042.txt,B,presentation,3,246105001,4,mapped,"This is due to the patient's presentation of growth and developmental anomalies, which are strong indicators of chromosomal abnormalities."
case_042.txt,B,case,2,398241000,3,mapped,"In this case, a 15-year-old female presenting with delayed menarche and short stature, the primary diagnostic approach should be a karyotype analysis (Option 4)."
case_042.txt,B,chromosomal abnormalities,2,,,unmapped,"This is due to the patient's presentation of growth and developmental anomalies, which are strong indicators of chromosomal abnormalities."
case_042.txt,B,delayed menarche,2,,,unmapped,"In this case, a 15-year-old female presenting with delayed menarche and short stature, the primary diagnostic approach should be a karyotype analysis (Option 4)."
case_042.txt,B,fish,2,90580008,8,mapped,"While other methods such as massive sequencing (Option 1), fluorescence in situ hybridization (FISH, Option 2), DNA and/or RNA microarrays (Option 3), and other molecular genetic tests may be useful for specific diagnoses, they are typically used as secondary tests when karyotype analysis does not provide a definitive…"
case_042.txt,B,growth,2,,,unmapped,"This is due to the patient's presentation of growth and developmental anomalies, which are strong indicators of chromosomal abnormalities."
case_042.txt,B,apparent,1,102519007,8,mapped,"For example, FISH is a technique that can be used to detect specific chromosomal abnormalities, such as translocations or deletions, that may not be apparent in a standard karyotype."
case_042.txt,B,chromosomal,1,,,unmapped,"This is due to the patient's presentation of growth and developmental anomalies, which are strong indicators of chromosomal abnormalities."
case_042.txt,B,chromosomes,1,205667001,10,mapped,"Karyotype analysis is a classic cytogenetic technique used for identifying structural, numerical, and quantitative abnormalities in the chromosomes."
case_042.txt,B,comprehensive,1,224854003,8,mapped,"This method is often the first step in evaluating patients with growth and developmental disorders, as it provides a comprehensive overview of the patient's chromosomal makeup."
case_042.txt,B,cytogenetic technique,1,,,unmapped,"Karyotype analysis is a classic cytogenetic technique used for identifying structural, numerical, and quantitative abnormalities in the chromosomes."
case_042.txt,B,deletions,1,278364006,5,mapped,"For example, FISH is a technique that can be used to detect specific chromosomal abnormalities, such as translocations or deletions, that may not be apparent in a standard karyotype."
case_042.txt,B,detect,1,397592007,6,mapped,"For example, FISH is a technique that can be used to detect specific chromosomal abnormalities, such as translocations or deletions, that may not be apparent in a standard karyotype."
case_042.txt,B,developmental anomalies,1,239106003,8,mapped,"This is due to the patient's presentation of growth and developmental anomalies, which are strong indicators of chromosomal abnormalities."
case_042.txt,B,developmental disorders,1,192579003,4,mapped,"This method is often the first step in evaluating patients with growth and developmental disorders, as it provides a comprehensive overview of the patient's chromosomal makeup."
case_042.txt,B,diagnoses,1,711112009,5,mapped,"While other methods such as massive sequencing (Option 1), fluorescence in situ hybridization (FISH, Option 2), DNA and/or RNA microarrays (Option 3), and other molecular genetic tests may be useful for specific diagnoses, they are typically used as secondary tests when karyotype analysis does not provide a definitive…"
case_042.txt,B,diagnostic tool,1,,,unmapped,"In conclusion, while other genetic tests may have their uses, a karyotype analysis is the most suitable diagnostic tool in this case due to the patient's presentation of delayed menarche and short"
case_042.txt,B,dna,1,24851008,9,mapped,"While other methods such as massive sequencing (Option 1), fluorescence in situ hybridization (FISH, Option 2), DNA and/or RNA microarrays (Option 3), and other molecular genetic tests may be useful for specific diagnoses, they are typically used as secondary tests when karyotype analysis does not provide a definitive…"
case_042.txt,B,evaluating,1,225303001,7,mapped,"This method is often the first step in evaluating patients with growth and developmental disorders, as it provides a comprehensive overview of the patient's chromosomal makeup."
case_042.txt,B,female,1,,,unmapped,"In this case, a 15-year-old female presenting with delayed menarche and short stature, the primary diagnostic approach should be a karyotype analysis (Option 4)."
case_042.txt,B,fluorescence in situ hybridization (,1,426329006,15,mapped,"While other methods such as massive sequencing (Option 1), fluorescence in situ hybridization (FISH, Option 2), DNA and/or RNA microarrays (Option 3), and other molecular genetic tests may be useful for specific diagnoses, they are typically used as secondary tests when karyotype analysis does not provide a definitive…"
case_042.txt,B,genetic disorder,1,,,unmapped,"While other methods such as massive sequencing (Option 1), fluorescence in situ hybridization (FISH, Option 2), DNA and/or RNA microarrays (Option 3), and other molecular genetic tests may be useful for specific diagnoses, they are typically used as secondary tests when karyotype analysis does not provide a definitive…"
case_042.txt,B,genetic tests,1,,,unmapped,"While other methods such as massive sequencing (Option 1), fluorescence in situ hybridization (FISH, Option 2), DNA and/or RNA microarrays (Option 3), and other molecular genetic tests may be useful for specific diagnoses, they are typically used as secondary tests when karyotype analysis does not provide a definitive…"
case_042.txt,B,indicators,1,1382104006,6,mapped,"This is due to the patient's presentation of growth and developmental anomalies, which are strong indicators of chromosomal abnormalities."
case_042.txt,B,karyotype,1,,,unmapped,"In this case, a 15-year-old female presenting with delayed menarche and short stature, the primary diagnostic approach should be a karyotype analysis (Option 4)."
case_042.txt,B,makeup,1,443068005,13,mapped,"This method is often the first step in evaluating patients with growth and developmental disorders, as it provides a comprehensive overview of the patient's chromosomal makeup."
case_042.txt,B,massive sequencing,1,,,unmapped,"While other methods such as massive sequencing (Option 1), fluorescence in situ hybridization (FISH, Option 2), DNA and/or RNA microarrays (Option 3), and other molecular genetic tests may be useful for specific diagnoses, they are typically used as secondary tests when karyotype analysis does not provide a definitive…"
case_042.txt,B,method,1,260686004,6,mapped,"This method is often the first step in evaluating patients with growth and developmental disorders, as it provides a comprehensive overview of the patient's chromosomal makeup."
case_042.txt,B,methods,1,,,unmapped,"While other methods such as massive sequencing (Option 1), fluorescence in situ hybridization (FISH, Option 2), DNA and/or RNA microarrays (Option 3), and other molecular genetic tests may be useful for specific diagnoses, they are typically used as secondary tests when karyotype analysis does not provide a definitive…"
case_042.txt,B,molecular genetic tests,1,,,unmapped,"While other methods such as massive sequencing (Option 1), fluorescence in situ hybridization (FISH, Option 2), DNA and/or RNA microarrays (Option 3), and other molecular genetic tests may be useful for specific diagnoses, they are typically used as secondary tests when karyotype analysis does not provide a definitive…"
case_042.txt,B,nature,1,246425008,4,mapped,"However, given the nonspecific nature of the patient's presentation, karyotype analysis is the most appropriate initial test."
case_042.txt,B,nonspecific,1,,,unmapped,"However, given the nonspecific nature of the patient's presentation, karyotype analysis is the most appropriate initial test."
case_042.txt,B,numerical,1,,,unmapped,"Karyotype analysis is a classic cytogenetic technique used for identifying structural, numerical, and quantitative abnormalities in the chromosomes."
case_042.txt,B,option 2,1,,,unmapped,"While other methods such as massive sequencing (Option 1), fluorescence in situ hybridization (FISH, Option 2), DNA and/or RNA microarrays (Option 3), and other molecular genetic tests may be useful for specific diagnoses, they are typically used as secondary tests when karyotype analysis does not provide a definitive…"
case_042.txt,B,patients,1,,,unmapped,"This method is often the first step in evaluating patients with growth and developmental disorders, as it provides a comprehensive overview of the patient's chromosomal makeup."
case_042.txt,B,primary diagnostic approach,1,,,unmapped,"In this case, a 15-year-old female presenting with delayed menarche and short stature, the primary diagnostic approach should be a karyotype analysis (Option 4)."
case_042.txt,B,quantitative abnormalities,1,,,unmapped,"Karyotype analysis is a classic cytogenetic technique used for identifying structural, numerical, and quantitative abnormalities in the chromosomes."
case_042.txt,B,rna microarrays,1,,,unmapped,"While other methods such as massive sequencing (Option 1), fluorescence in situ hybridization (FISH, Option 2), DNA and/or RNA microarrays (Option 3), and other molecular genetic tests may be useful for specific diagnoses, they are typically used as secondary tests when karyotype analysis does not provide a definitive…"
case_042.txt,B,secondary tests,1,,,unmapped,"While other methods such as massive sequencing (Option 1), fluorescence in situ hybridization (FISH, Option 2), DNA and/or RNA microarrays (Option 3), and other molecular genetic tests may be useful for specific diagnoses, they are typically used as secondary tests when karyotype analysis does not provide a definitive…"
case_042.txt,B,short stature,1,277266007,8,mapped,"In this case, a 15-year-old female presenting with delayed menarche and short stature, the primary diagnostic approach should be a karyotype analysis (Option 4)."
case_042.txt,B,standard,1,,,unmapped,"For example, FISH is a technique that can be used to detect specific chromosomal abnormalities, such as translocations or deletions, that may not be apparent in a standard karyotype."
case_042.txt,B,structural,1,14873000,11,mapped,"Karyotype analysis is a classic cytogenetic technique used for identifying structural, numerical, and quantitative abnormalities in the chromosomes."
case_042.txt,B,suspicion,1,706876006,8,mapped,"While other methods such as massive sequencing (Option 1), fluorescence in situ hybridization (FISH, Option 2), DNA and/or RNA microarrays (Option 3), and other molecular genetic tests may be useful for specific diagnoses, they are typically used as secondary tests when karyotype analysis does not provide a definitive…"
case_042.txt,B,technique,1,246501002,6,mapped,"Karyotype analysis is a classic cytogenetic technique used for identifying structural, numerical, and quantitative abnormalities in the chromosomes."
case_042.txt,B,test,1,,,unmapped,"However, given the nonspecific nature of the patient's presentation, karyotype analysis is the most appropriate initial test."
case_042.txt,B,translocations,1,,,unmapped,"For example, FISH is a technique that can be used to detect specific chromosomal abnormalities, such as translocations or deletions, that may not be apparent in a standard karyotype."
case_043.txt,A,corticosteroids,2,79440004,6,mapped,"Knowing this, the options are easily discarded: option 1 speaks to us of an IgA nephropathy (it is not the case because the deposits are of IgG); option 3 is also discarded, because it is not a primary GMN, like the membranous one, but a secondary glomerulopathy; option 4 is also false: the initial treatment is with c…"
case_043.txt,A,cyclophosphamide,2,74470007,10,mapped,"Knowing this, the options are easily discarded: option 1 speaks to us of an IgA nephropathy (it is not the case because the deposits are of IgG); option 3 is also discarded, because it is not a primary GMN, like the membranous one, but a secondary glomerulopathy; option 4 is also false: the initial treatment is with c…"
case_043.txt,A,data,2,,,unmapped,The diagnostic suspicion for the data given (especially the anti-GBM antibodies and the presence of renopulmonary syndrome) is that of Goodpasture's syndrome.
case_043.txt,A,false,2,64100000,7,mapped,"Knowing this, the options are easily discarded: option 1 speaks to us of an IgA nephropathy (it is not the case because the deposits are of IgG); option 3 is also discarded, because it is not a primary GMN, like the membranous one, but a secondary glomerulopathy; option 4 is also false: the initial treatment is with c…"
case_043.txt,A,plasmapheresis,2,20720000,14,mapped,"Knowing this, the options are easily discarded: option 1 speaks to us of an IgA nephropathy (it is not the case because the deposits are of IgG); option 3 is also discarded, because it is not a primary GMN, like the membranous one, but a secondary glomerulopathy; option 4 is also false: the initial treatment is with c…"
case_043.txt,A,treatment,2,,,unmapped,"Knowing this, the options are easily discarded: option 1 speaks to us of an IgA nephropathy (it is not the case because the deposits are of IgG); option 3 is also discarded, because it is not a primary GMN, like the membranous one, but a secondary glomerulopathy; option 4 is also false: the initial treatment is with c…"
case_043.txt,A,anti-gbm antibodies,1,,,unmapped,The diagnostic suspicion for the data given (especially the anti-GBM antibodies and the presence of renopulmonary syndrome) is that of Goodpasture's syndrome.
case_043.txt,A,antibodies,1,,,unmapped,The diagnostic suspicion for the data given (especially the anti-GBM antibodies and the presence of renopulmonary syndrome) is that of Goodpasture's syndrome.
case_043.txt,A,associated to,1,1373746006,21,mapped,"Knowing this, the options are easily discarded: option 1 speaks to us of an IgA nephropathy (it is not the case because the deposits are of IgG); option 3 is also discarded, because it is not a primary GMN, like the membranous one, but a secondary glomerulopathy; option 4 is also false: the initial treatment is with c…"
case_043.txt,A,biopsy,1,86273004,11,mapped,"The rest of the data (seminules in the biopsy, linear IgG deposition) supports the diagnosis."
case_043.txt,A,case,1,398241000,3,mapped,"Knowing this, the options are easily discarded: option 1 speaks to us of an IgA nephropathy (it is not the case because the deposits are of IgG); option 3 is also discarded, because it is not a primary GMN, like the membranous one, but a secondary glomerulopathy; option 4 is also false: the initial treatment is with c…"
case_043.txt,A,circulating immunocomplexes,1,,,unmapped,"Knowing this, the options are easily discarded: option 1 speaks to us of an IgA nephropathy (it is not the case because the deposits are of IgG); option 3 is also discarded, because it is not a primary GMN, like the membranous one, but a secondary glomerulopathy; option 4 is also false: the initial treatment is with c…"
case_043.txt,A,damage,1,37782003,5,mapped,"Knowing this, the options are easily discarded: option 1 speaks to us of an IgA nephropathy (it is not the case because the deposits are of IgG); option 3 is also discarded, because it is not a primary GMN, like the membranous one, but a secondary glomerulopathy; option 4 is also false: the initial treatment is with c…"
case_043.txt,A,deposition,1,46595003,5,mapped,"The rest of the data (seminules in the biopsy, linear IgG deposition) supports the diagnosis."
case_043.txt,A,deposits,1,40449001,12,mapped,"Knowing this, the options are easily discarded: option 1 speaks to us of an IgA nephropathy (it is not the case because the deposits are of IgG); option 3 is also discarded, because it is not a primary GMN, like the membranous one, but a secondary glomerulopathy; option 4 is also false: the initial treatment is with c…"
case_043.txt,A,diagnosis,1,439401001,3,mapped,"The rest of the data (seminules in the biopsy, linear IgG deposition) supports the diagnosis."
case_043.txt,A,diagnostic suspicion,1,,,unmapped,The diagnostic suspicion for the data given (especially the anti-GBM antibodies and the presence of renopulmonary syndrome) is that of Goodpasture's syndrome.
case_043.txt,A,glomerular basement membrane,1,,,unmapped,"Knowing this, the options are easily discarded: option 1 speaks to us of an IgA nephropathy (it is not the case because the deposits are of IgG); option 3 is also discarded, because it is not a primary GMN, like the membranous one, but a secondary glomerulopathy; option 4 is also false: the initial treatment is with c…"
case_043.txt,A,gmn,1,,,unmapped,"Knowing this, the options are easily discarded: option 1 speaks to us of an IgA nephropathy (it is not the case because the deposits are of IgG); option 3 is also discarded, because it is not a primary GMN, like the membranous one, but a secondary glomerulopathy; option 4 is also false: the initial treatment is with c…"
case_043.txt,A,goodpasture's syndrome,1,,,unmapped,The diagnostic suspicion for the data given (especially the anti-GBM antibodies and the presence of renopulmonary syndrome) is that of Goodpasture's syndrome.
case_043.txt,A,iga nephropathy,1,236407003,19,mapped,"Knowing this, the options are easily discarded: option 1 speaks to us of an IgA nephropathy (it is not the case because the deposits are of IgG); option 3 is also discarded, because it is not a primary GMN, like the membranous one, but a secondary glomerulopathy; option 4 is also false: the initial treatment is with c…"
case_043.txt,A,igg,1,,,unmapped,"The rest of the data (seminules in the biopsy, linear IgG deposition) supports the diagnosis."
case_043.txt,A,initial,1,884001,7,mapped,"Knowing this, the options are easily discarded: option 1 speaks to us of an IgA nephropathy (it is not the case because the deposits are of IgG); option 3 is also discarded, because it is not a primary GMN, like the membranous one, but a secondary glomerulopathy; option 4 is also false: the initial treatment is with c…"
case_043.txt,A,leaves,1,90737002,13,mapped,"This leaves option 2 as true: as it has been previously said, the treatment would be performed combining corticosteroids, cyclophosphamide and plasmapheresis."
case_043.txt,A,linear igg,1,,,unmapped,"The rest of the data (seminules in the biopsy, linear IgG deposition) supports the diagnosis."
case_043.txt,A,membranous,1,83097008,6,mapped,"Knowing this, the options are easily discarded: option 1 speaks to us of an IgA nephropathy (it is not the case because the deposits are of IgG); option 3 is also discarded, because it is not a primary GMN, like the membranous one, but a secondary glomerulopathy; option 4 is also false: the initial treatment is with c…"
case_043.txt,A,options,1,223487003,8,mapped,"Knowing this, the options are easily discarded: option 1 speaks to us of an IgA nephropathy (it is not the case because the deposits are of IgG); option 3 is also discarded, because it is not a primary GMN, like the membranous one, but a secondary glomerulopathy; option 4 is also false: the initial treatment is with c…"
case_043.txt,A,presence,1,386397008,7,mapped,The diagnostic suspicion for the data given (especially the anti-GBM antibodies and the presence of renopulmonary syndrome) is that of Goodpasture's syndrome.
case_043.txt,A,renopulmonary syndrome,1,,,unmapped,The diagnostic suspicion for the data given (especially the anti-GBM antibodies and the presence of renopulmonary syndrome) is that of Goodpasture's syndrome.
case_043.txt,A,secondary glomerulopathy,1,,,unmapped,"Knowing this, the options are easily discarded: option 1 speaks to us of an IgA nephropathy (it is not the case because the deposits are of IgG); option 3 is also discarded, because it is not a primary GMN, like the membranous one, but a secondary glomerulopathy; option 4 is also false: the initial treatment is with c…"
case_043.txt,A,seminules,1,,,unmapped,"The rest of the data (seminules in the biopsy, linear IgG deposition) supports the diagnosis."
case_043.txt,B,crescentic glomerulonephritis,2,236398000,18,mapped,"The linear Ig deposition pattern, crescentic glomerulonephritis, and high anti-GBM titers support this diagnosis."
case_043.txt,B,crescents,2,264296008,5,mapped,A renal biopsy reveals crescents in 75% of the glomeruli and a linear Ig deposition pattern on immunofluorescence.
case_043.txt,B,glomerular basement membrane,2,,,unmapped,"Given these findings, it is highly probable that the patient is suffering from Goodpasture's disease, a rare autoimmune disorder characterized by autoantibodies against the type IV collagen in the glomerular basement membrane (GBM) and alveolar basement membrane."
case_043.txt,B,linear ig deposition pattern,2,,,unmapped,A renal biopsy reveals crescents in 75% of the glomeruli and a linear Ig deposition pattern on immunofluorescence.
case_043.txt,B,alveolar basement membrane,1,259896004,22,mapped,"Given these findings, it is highly probable that the patient is suffering from Goodpasture's disease, a rare autoimmune disorder characterized by autoantibodies against the type IV collagen in the glomerular basement membrane (GBM) and alveolar basement membrane."
case_043.txt,B,anti-gbm,1,62853008,18,mapped,"The case presents with a 38-year-old male experiencing dyspnea and hemoptysis, accompanied by markedly elevated creatinine (7 mg/dL) and urea (250 mg/dL), along with a high titer positive anti-GBM antibody."
case_043.txt,B,anti-gbm antibodies,1,,,unmapped,"While IgA nephropathy may present with similar renal symptoms, it typically does not produce anti-GBM antibodies or crescentic glomerulonephritis."
case_043.txt,B,anti-gbm antibody,1,,,unmapped,"The case presents with a 38-year-old male experiencing dyspnea and hemoptysis, accompanied by markedly elevated creatinine (7 mg/dL) and urea (250 mg/dL), along with a high titer positive anti-GBM antibody."
case_043.txt,B,autoantibodies,1,,,unmapped,"Given these findings, it is highly probable that the patient is suffering from Goodpasture's disease, a rare autoimmune disorder characterized by autoantibodies against the type IV collagen in the glomerular basement membrane (GBM) and alveolar basement membrane."
case_043.txt,B,autoimmune disorder,1,85828009,7,mapped,"Given these findings, it is highly probable that the patient is suffering from Goodpasture's disease, a rare autoimmune disorder characterized by autoantibodies against the type IV collagen in the glomerular basement membrane (GBM) and alveolar basement membrane."
case_043.txt,B,case,1,398241000,3,mapped,"The case presents with a 38-year-old male experiencing dyspnea and hemoptysis, accompanied by markedly elevated creatinine (7 mg/dL) and urea (250 mg/dL), along with a high titer positive anti-GBM antibody."
case_043.txt,B,characterized,1,373673007,10,mapped,"Given these findings, it is highly probable that the patient is suffering from Goodpasture's disease, a rare autoimmune disorder characterized by autoantibodies against the type IV collagen in the glomerular basement membrane (GBM) and alveolar basement membrane."
case_043.txt,B,creatinine,1,15373003,14,mapped,"The case presents with a 38-year-old male experiencing dyspnea and hemoptysis, accompanied by markedly elevated creatinine (7 mg/dL) and urea (250 mg/dL), along with a high titer positive anti-GBM antibody."
case_043.txt,B,deposition,1,46595003,5,mapped,A renal biopsy reveals crescents in 75% of the glomeruli and a linear Ig deposition pattern on immunofluorescence.
case_043.txt,B,diagnosis,1,439401001,3,mapped,"The linear Ig deposition pattern, crescentic glomerulonephritis, and high anti-GBM titers support this diagnosis."
case_043.txt,B,dyspnea,1,,,unmapped,"The case presents with a 38-year-old male experiencing dyspnea and hemoptysis, accompanied by markedly elevated creatinine (7 mg/dL) and urea (250 mg/dL), along with a high titer positive anti-GBM antibody."
case_043.txt,B,elevated,1,75540009,8,mapped,"The case presents with a 38-year-old male experiencing dyspnea and hemoptysis, accompanied by markedly elevated creatinine (7 mg/dL) and urea (250 mg/dL), along with a high titer positive anti-GBM antibody."
case_043.txt,B,findings,1,,,unmapped,"Given these findings, it is highly probable that the patient is suffering from Goodpasture's disease, a rare autoimmune disorder characterized by autoantibodies against the type IV collagen in the glomerular basement membrane (GBM) and alveolar basement membrane."
case_043.txt,B,gbm,1,,,unmapped,"The case presents with a 38-year-old male experiencing dyspnea and hemoptysis, accompanied by markedly elevated creatinine (7 mg/dL) and urea (250 mg/dL), along with a high titer positive anti-GBM antibody."
case_043.txt,B,glomeruli,1,,,unmapped,A renal biopsy reveals crescents in 75% of the glomeruli and a linear Ig deposition pattern on immunofluorescence.
case_043.txt,B,goodpasture's disease,1,236506009,18,mapped,"Given these findings, it is highly probable that the patient is suffering from Goodpasture's disease, a rare autoimmune disorder characterized by autoantibodies against the type IV collagen in the glomerular basement membrane (GBM) and alveolar basement membrane."
case_043.txt,B,granular,1,15933001,6,mapped,"Membranous glomerulonephritis is characterized by granular Ig deposition along the glomerular basement membrane, and does not typically involve crescents."
case_043.txt,B,hemoptysis,1,66857006,9,mapped,"The case presents with a 38-year-old male experiencing dyspnea and hemoptysis, accompanied by markedly elevated creatinine (7 mg/dL) and urea (250 mg/dL), along with a high titer positive anti-GBM antibody."
case_043.txt,B,iga nephropathy,1,236407003,19,mapped,"While IgA nephropathy may present with similar renal symptoms, it typically does not produce anti-GBM antibodies or crescentic glomerulonephritis."
case_043.txt,B,immunofluorescence,1,30662005,13,mapped,A renal biopsy reveals crescents in 75% of the glomeruli and a linear Ig deposition pattern on immunofluorescence.
case_043.txt,B,male,1,,,unmapped,"The case presents with a 38-year-old male experiencing dyspnea and hemoptysis, accompanied by markedly elevated creatinine (7 mg/dL) and urea (250 mg/dL), along with a high titer positive anti-GBM antibody."
case_043.txt,B,membranous glomerulonephritis,1,,,unmapped,"Membranous glomerulonephritis is characterized by granular Ig deposition along the glomerular basement membrane, and does not typically involve crescents."
case_043.txt,B,mycophenolate,1,409330005,14,mapped,Mycophenolate mofet
case_043.txt,B,patient,1,116154003,5,mapped,"Given these findings, it is highly probable that the patient is suffering from Goodpasture's disease, a rare autoimmune disorder characterized by autoantibodies against the type IV collagen in the glomerular basement membrane (GBM) and alveolar basement membrane."
case_043.txt,B,rare,1,89292003,6,mapped,"Given these findings, it is highly probable that the patient is suffering from Goodpasture's disease, a rare autoimmune disorder characterized by autoantibodies against the type IV collagen in the glomerular basement membrane (GBM) and alveolar basement membrane."
case_043.txt,B,renal biopsy,1,7246002,15,mapped,A renal biopsy reveals crescents in 75% of the glomeruli and a linear Ig deposition pattern on immunofluorescence.
case_043.txt,B,renal symptoms,1,,,unmapped,"While IgA nephropathy may present with similar renal symptoms, it typically does not produce anti-GBM antibodies or crescentic glomerulonephritis."
case_043.txt,B,suffering,1,706873003,7,mapped,"Given these findings, it is highly probable that the patient is suffering from Goodpasture's disease, a rare autoimmune disorder characterized by autoantibodies against the type IV collagen in the glomerular basement membrane (GBM) and alveolar basement membrane."
case_043.txt,B,titer,1,118590008,5,mapped,"The case presents with a 38-year-old male experiencing dyspnea and hemoptysis, accompanied by markedly elevated creatinine (7 mg/dL) and urea (250 mg/dL), along with a high titer positive anti-GBM antibody."
case_043.txt,B,titers,1,165823006,18,mapped,"The linear Ig deposition pattern, crescentic glomerulonephritis, and high anti-GBM titers support this diagnosis."
case_043.txt,B,type iv collagen,1,1367808005,18,mapped,"Given these findings, it is highly probable that the patient is suffering from Goodpasture's disease, a rare autoimmune disorder characterized by autoantibodies against the type IV collagen in the glomerular basement membrane (GBM) and alveolar basement membrane."
case_043.txt,B,urea,1,,,unmapped,"The case presents with a 38-year-old male experiencing dyspnea and hemoptysis, accompanied by markedly elevated creatinine (7 mg/dL) and urea (250 mg/dL), along with a high titer positive anti-GBM antibody."
case_044.txt,A,data,4,,,unmapped,"It seems that they want to present us with precocious puberty (or premature telarche) but they do not provide any analytical data and the ultrasound data are ambiguous (we should assume that by a small uterus they are referring to a prepubertal uterus, but they do not provide any data on ovarian size)."
case_044.txt,A,puberty,4,18991001,10,mapped,"It seems that they want to present us with precocious puberty (or premature telarche) but they do not provide any analytical data and the ultrasound data are ambiguous (we should assume that by a small uterus they are referring to a prepubertal uterus, but they do not provide any data on ovarian size)."
case_044.txt,A,precocious,3,235246008,5,mapped,"It seems that they want to present us with precocious puberty (or premature telarche) but they do not provide any analytical data and the ultrasound data are ambiguous (we should assume that by a small uterus they are referring to a prepubertal uterus, but they do not provide any data on ovarian size)."
case_044.txt,A,girl,2,431549007,9,mapped,"We are presented with the case of a three-year-old girl with advanced mammary development, in principle without any associated cause (in principle she does not take drugs that can increase the level of estrogen in the blood, she does not seem to use body creams or eat a lot of chicken meat)."
case_044.txt,A,premature telarche,2,,,unmapped,"It seems that they want to present us with precocious puberty (or premature telarche) but they do not provide any analytical data and the ultrasound data are ambiguous (we should assume that by a small uterus they are referring to a prepubertal uterus, but they do not provide any data on ovarian size)."
case_044.txt,A,prepubertal uterus,2,,,unmapped,"It seems that they want to present us with precocious puberty (or premature telarche) but they do not provide any analytical data and the ultrasound data are ambiguous (we should assume that by a small uterus they are referring to a prepubertal uterus, but they do not provide any data on ovarian size)."
case_044.txt,A,small uterus,2,289624004,13,mapped,"It seems that they want to present us with precocious puberty (or premature telarche) but they do not provide any analytical data and the ultrasound data are ambiguous (we should assume that by a small uterus they are referring to a prepubertal uterus, but they do not provide any data on ovarian size)."
case_044.txt,A,abdominal ultrasound,1,314618003,15,mapped,"If we follow the diagnostic scheme for a premature telarche or suspicion of precocious puberty, we request bone age and abdominal ultrasound (the EO is not advanced as in precocious puberty, and we assume that with a small uterus they mean a prepubertal uterus); according to the complementary examinations that we are …"
case_044.txt,A,advanced mammary,1,,,unmapped,"We are presented with the case of a three-year-old girl with advanced mammary development, in principle without any associated cause (in principle she does not take drugs that can increase the level of estrogen in the blood, she does not seem to use body creams or eat a lot of chicken meat)."
case_044.txt,A,ambiguous,1,900000000000484002,6,mapped,"It seems that they want to present us with precocious puberty (or premature telarche) but they do not provide any analytical data and the ultrasound data are ambiguous (we should assume that by a small uterus they are referring to a prepubertal uterus, but they do not provide any data on ovarian size)."
case_044.txt,A,analytical data,1,,,unmapped,"It seems that they want to present us with precocious puberty (or premature telarche) but they do not provide any analytical data and the ultrasound data are ambiguous (we should assume that by a small uterus they are referring to a prepubertal uterus, but they do not provide any data on ovarian size)."
case_044.txt,A,analytical hormonal,1,,,unmapped,"Strictly speaking, without analytical hormonal data, it seems that we could mark option 1, being necessary to follow the girl closely."
case_044.txt,A,associated cause,1,,,unmapped,"We are presented with the case of a three-year-old girl with advanced mammary development, in principle without any associated cause (in principle she does not take drugs that can increase the level of estrogen in the blood, she does not seem to use body creams or eat a lot of chicken meat)."
case_044.txt,A,blood,1,87612001,14,mapped,"We are presented with the case of a three-year-old girl with advanced mammary development, in principle without any associated cause (in principle she does not take drugs that can increase the level of estrogen in the blood, she does not seem to use body creams or eat a lot of chicken meat)."
case_044.txt,A,body creams,1,,,unmapped,"We are presented with the case of a three-year-old girl with advanced mammary development, in principle without any associated cause (in principle she does not take drugs that can increase the level of estrogen in the blood, she does not seem to use body creams or eat a lot of chicken meat)."
case_044.txt,A,bone age,1,123980006,8,mapped,"If we follow the diagnostic scheme for a premature telarche or suspicion of precocious puberty, we request bone age and abdominal ultrasound (the EO is not advanced as in precocious puberty, and we assume that with a small uterus they mean a prepubertal uterus); according to the complementary examinations that we are …"
case_044.txt,A,breast asymmetry,1,,,unmapped,"Regarding the option of mammography, breast ultrasound is used in pediatrics, and in this case it would be indicated if we were told that there is breast asymmetry (we discard option 3)."
case_044.txt,A,breast biopsy,1,,,unmapped,"Regarding breast biopsy, it would only be indicated if there are warning signs."
case_044.txt,A,breast ultrasound,1,468044008,9,mapped,"Regarding the option of mammography, breast ultrasound is used in pediatrics, and in this case it would be indicated if we were told that there is breast asymmetry (we discard option 3)."
case_044.txt,A,case,1,398241000,3,mapped,"We are presented with the case of a three-year-old girl with advanced mammary development, in principle without any associated cause (in principle she does not take drugs that can increase the level of estrogen in the blood, she does not seem to use body creams or eat a lot of chicken meat)."
case_044.txt,A,central precocious,1,237816004,13,mapped,"If we take all the above data for granted, we could rule out option 4, which would be the treatment of a central precocious puberty."
case_044.txt,A,chicken meat,1,703932008,13,mapped,"We are presented with the case of a three-year-old girl with advanced mammary development, in principle without any associated cause (in principle she does not take drugs that can increase the level of estrogen in the blood, she does not seem to use body creams or eat a lot of chicken meat)."
